job_id,title,company,place,date,description,seniority_level,employment_type,industries,job_function,link
3979179420,Business Operations Analyst,Qualcomm,"Bengaluru, Karnataka, India",11-12-2024,"Company

Qualcomm India Private Limited

Job Area

Operations Group, Operations Group > Business Operations

Qualcomm Overview

Qualcomm is a company of inventors that unlocked 5G ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. But this is just the beginning. It takes inventive minds with diverse skills, backgrounds, and cultures to transform 5Gs potential into world-changing technologies and products. This is the Invention Age - and this is where you come in.

General Summary

About GBFS Team: The Global Business and Finance Support (GBFS) team provide support to HQ and global regional team on Finance & Business Operation activities. This job role is for business operation related activities – Demand & Supply Planning, Inventory Analysis, system updates and data loaders, data validation and analytics, supply chain demand planning and basic analytics.

Job Overview


Individual Responsibilities (transactional and analytics) - month-end activities and reporting, business units/revenue packages and reporting, system updates and data loaders for demand and supply units and supply chain units demand and forecast numbers preparation, HC tracking summary, project mapping, system updates.
Support stakeholders with weekly/monthly reports for inventory tracking, backlog and shipment reports, data gathering and reports submission.
Ensure accurate and timely completion of activities with complete ownership and accountability.
Working closely with HQ and global region teams with regular interaction to reviews, drive transition calls, process documentation for all activities.
Individual will require to take evening calls for reviews and transition of activities.
Perform additional ad hoc business operations activities from time to time.



Requirements


2 to 4 years relevant industry experience in business analyst & operations activities
Excellent Advance Excel Skills
Ability to focus on details, multitasking and perform activities timely with quality output.
Positive attitude and willingness to learn and upskills with tools – Tableau, Power BI etc.
Flexible for evening calls (8PM – 11PM IST) for HQ reviews and transition calls on regular basis.
Strong analytical, problem solving and conceptual skills.
Strong written and verbal communication skills.



Education Requirements


Bachelor's in science / B Tech / commerce / economics and/or,
Diploma in Business Analytics
Business Administration from reputed B-school.



Applicants: Qualcomm is an equal opportunity employer. If you are an individual with a disability and need an accommodation during the application/hiring process, rest assured that Qualcomm is committed to providing an accessible process. You may e-mail myhr.support@qualcomm.com or call Qualcomm's toll-free number found here. Upon request, Qualcomm will provide reasonable accommodations to support individuals with disabilities to be able participate in the hiring process. Qualcomm is also committed to making our workplace accessible for individuals with disabilities.

Qualcomm expects its employees to abide by all applicable policies and procedures, including but not limited to security and other requirements regarding protection of Company confidential information and other confidential and/or proprietary information, to the extent those requirements are permissible under applicable law.

To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Qualcomm. Staffing and recruiting agencies and individuals being represented by an agency are not authorized to use this site or to submit profiles, applications or resumes, and any such submissions will be considered unsolicited. Qualcomm does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to our jobs alias, Qualcomm employees or any other company location. Qualcomm is not responsible for any fees related to unsolicited resumes/applications.

If you would like more information about this role, please contact Qualcomm Careers.

3063714
Show more ",,,,,https://in.linkedin.com/jobs/view/business-operations-analyst-at-qualcomm-3979179420?position=41&pageNum=0&refId=P%2BURYgILv51RPzWLeCgS5A%3D%3D&trackingId=%2FfSEHiKQgW6ti%2F50IQE7uA%3D%3D
3982666652,Lead Business Analyst [T500-11820],Delta Air Lines,"Bengaluru, Karnataka, India",25-10-2024,"About Delta Tech Hub:

Delta Air Lines (NYSE: DAL) is the U.S. global airline leader in safety, innovation, reliability and customer experience. Powered by our employees around the world, Delta has for a decade led the airline industry in operational excellence while maintaining our reputation for award-winning customer service. With our mission of connecting the people and cultures of the globe, Delta strives to foster understanding across a diverse world and serve as a force for social good. Delta has fast emerged as a customer-oriented, innovation-led, technology-driven business. The Delta Technology Hub will contribute directly to these objectives. It will sustain our long-term aspirations of delivering niche, IP-intensive, high-value, and innovative solutions. It supports various teams and functions across Delta and is an integral part of our transformation agenda, working seamlessly with a global team to create memorable experiences for customers.




RESPONSIBILITIES:

Work cross functionally within IT and the business to understand end to end Ticketing processes that include but not limited to Internal and external ticketing processes, Change, Cancel, Refund, Credit card and settlement processes.
Support Strategic Initiatives and Epics/Features which impact Ticketing domain and provide support to other domains that depend on Ticketing.
Partner with other teams internally and externally on technical set-up and readiness, ensure test systems are in sync and functioning and work to resolve any identified issues.
Gather, develop, coordinate, and maintain business requirements for various projects and/or systems from initial phase to final implementation, assuring requirements meet standards; troubleshoot issues, coordinate timelines, maintain and communicate project status reports and tracking
Interact closely with internal/external customers to understand business processes, customer requirements, project schedules, and level of satisfaction
Research, analyze, and resolve ad-hoc customer problems and questions in a positive, timely and professional manner
Effectively communicate status on activities and issues to customers and manager on a regular basis both verbally and in writing
Maintain documentation of Meeting minutes, Design discussions, Planning notes, Dev status, test results, processes, known issues, etc. to facilitate communication and knowledge sharing across the team
Manage user stories and deliverables in Version One




WHAT YOU NEED TO SUCCEED (MINIMUM QUALIFICATIONS):

6-10 years of IT and/or business or any equivalent combination of experience, education, and/or training
3-5 years’ experience working on TPF applications in an airline domain.
Prior experience working with ticketing and/or GDS is a plus with an understanding of architectural flows and how technologies operate/integrate.
Hands on experience as a Business Analyst and writing Business Requirements.
Demonstrated skills in process mapping, analytical, technical, and proven problem-solving skills
Ability to create detailed, well-written documentation for a variety of audiences
Candidate must have the ability to deliver quality work on time and translate planning into action as well as anticipate and address barriers
Strong communication, relationship management and influencing skills needed to work in partnership with internal teams
Research, analyze, and resolve ad-hoc customer problems and questions in positive, timely and professional manner
1st tier production triage/maintenance for Severity 3-5 defects.
Effectively communicate status on activities and issues to customers and manager on a regular basis both verbally and in writing
Maintain documentation of test results, processes, known issues, etc. to facilitate knowledge sharing across the team
High level of motivation, drive and confidence to step outside comfort zones when placed in new environment.
Ability to multi-task, and be detail oriented
Ability to quickly adapt to new tools and evolving technologies.
Must be performing satisfactorily in present position




WHAT WILL GIVE YOU A COMPETITIVE EDGE (PREFERRED QUALIFICATIONS):

Excellent written, oral and communication skills
Experience working with diverse teams located in various countries
Must be able to prioritize work on multiple project teams, with the overall goal of satisfying all deployment needs and effectively supporting diverse clients.
Knowledge of the Agile development methodologies and corresponding tools (ex. VersionOne)
Project Management experience and previous airline business experience is preferred
Show more ",,,,,https://in.linkedin.com/jobs/view/lead-business-analyst-t500-11820-at-delta-air-lines-3982666652?position=43&pageNum=0&refId=P%2BURYgILv51RPzWLeCgS5A%3D%3D&trackingId=%2FcwRZ4xsDfigRQuieqziSw%3D%3D
4001592945,Innovation & Business Process Analyst,PSA BDP,"Mumbai, Maharashtra, India",02-01-2025,"Job Description

PSA BDP, a member of the PSA Group, is a leading provider of globally integrated and port-centric supply chain, transportation, and logistics solutions. The company is headquartered in Philadelphia, PA, and employs more than 5,500 people worldwide.

We are a team that celebrates our unique diversity and close-knit community atmosphere. Our core values begin at the very top and span the broad reach of our global community.

We offer dynamic careers for those individuals looking to be a part of something bigger and provide unequivocal opportunities for growth within the organization.

PSA BDP serves over 5,000 customers, including some of the world's leading multinational companies within the chemical, retail & consumer, life sciences & pharmaceuticals, and electric vehicle & industrial verticals.

Job Description

As part of the continued growth an development of BDP, we are seeking to develop new Innovation & Business Process Analyst roles to work with sales, operations and IT colleagues to define, design, collaborate and build capabilities to support strategic customer pursuits, strategic account development and innovation projects. Fundamental to these new roles will be the ability to collaborate across the organization, be able define business needs, analyze opportunities to improve, pursue innovative ideas from idea to delivery across a range of disciplines.


Support sales engagement with key customers through prototyping, providing innovation insights and trend content.
Develop and own tools to support the innovation process including prototyping and proof of concept approaches
Support and own defined innovation ideas including working with operations, IT and marketing to deliver into production solutions
Work within the team on requirements reviews and developments including prioritisation and roadmap development
Have an external perspective, reviewing market developments, trends and opportunities to support BDP
Act as an SME for modern technologies and future development areas.
Support process mapping and analysis to support operations development and addressing legacy challenges
Collaborate with sales, operations and IT to identify portfolio gaps and effort / costs to close gaps through customer development
Develop business cases where required for investments in capabilities, IT, infrastructure in conjunction with key stakeholders
Contribute to whitepapers, podcasts and other events to help position BDP as a thought leader in certain areas
Commercial teams and sales leads
Regional MD’s
Key account management
IT
Marketing
Finance
Deep understanding of operations and supply-chain management processes and models
Strong leadership capabilities to lead from idea to steady state solutions
An external perspective on industry and technologies to bring insights into BDP
Analytical approach with strong XLS / Visio skills to support modelling and business case development
Understanding of scope management practices and processes
Excellent customer communication and interaction skills built on sound business knowledge and ability to understand customer needs, engage with the customer and position BDP and its solutions to support the customer.
Ability to learn new tools quickly, engage with IT teams and focus on maximizing the gain from IT and partner engagement
Creative thinking, with a view to how can we innovate more quickly and with limited resources
Experience in working in an international environment
Excellent communication and relationship development skills, able to build and maintain relationships and work across BNS / BDP across multiple levels and teams
Ability to train and coach others in key discipline areas
Collaborative mindset, open to feedback
Innovations delivered into the business
Customer feedback on innovation
Cycle time of innovation from concept to solution
Customer wins based on support
Stakeholder collaboration and engagement feedback


Job Requirements

Job Requirements:-


Prefer at least 5-7 years of strong experience from Operations, Supply chain, background.
Must be able to work in a fast paced environment.
Good communication and organization skills and a strong attention to detail are required.
The ability to work on a team and leadership experience is strongly desired.
Candidate should have the ability to learn various computer programs.


Please visit our website: www.psabdp.com

*** This is a great opportunity to advance your career! Come join our growing PSA BDP team!***

Follow PSA BDP International Career Pages!

Facebook l Twitter l LinkedIn
Show more ",,,,,https://in.linkedin.com/jobs/view/innovation-business-process-analyst-at-psa-bdp-4001592945?position=8&pageNum=5&refId=FGZ4IO29F8Tcxfdly9v5jA%3D%3D&trackingId=OrqkIb6Zxx%2Bd2N%2ByqwrlpA%3D%3D
4001599000,Innovation & Business Process Analyst,PSA BDP,"Mumbai, Maharashtra, India",26-12-2024,"Job Description

PSA BDP, a member of the PSA Group, is a leading provider of globally integrated and port-centric supply chain, transportation, and logistics solutions. The company is headquartered in Philadelphia, PA, and employs more than 5,500 people worldwide.

We are a team that celebrates our unique diversity and close-knit community atmosphere. Our core values begin at the very top and span the broad reach of our global community.

We offer dynamic careers for those individuals looking to be a part of something bigger and provide unequivocal opportunities for growth within the organization.

PSA BDP serves over 5,000 customers, including some of the world's leading multinational companies within the chemical, retail & consumer, life sciences & pharmaceuticals, and electric vehicle & industrial verticals.

Job Description

As part of the continued growth an development of BDP, we are seeking to develop new Innovation & Business Process Analyst roles to work with sales, operations and IT colleagues to define, design, collaborate and build capabilities to support strategic customer pursuits, strategic account development and innovation projects. Fundamental to these new roles will be the ability to collaborate across the organisation, be able define business needs, analyze opportunities to improve, pursue innovative ideas from idea to delivery across a range of disciplines.

Job Requirements:-


Support sales engagement with key customers through prototyping, providing innovation insights and trend content.
Develop and own tools to support the innovation process including prototyping and proof of concept approaches
Support and own defined innovation ideas including working with operations, IT and marketing to deliver into production solutions
Work within the team on requirements reviews and developments including prioritisation and roadmap development
Have an external perspective, reviewing market developments, trends and opportunities to support BDP
Act as an SME for modern technologies and future development areas.
Support process mapping and analysis to support operations development and addressing legacy challenges
Collaborate with sales, operations and IT to identify portfolio gaps and effort / costs to close gaps through customer development
Develop business cases where required for investments in capabilities, IT, infrastructure in conjunction with key stakeholders
Contribute to whitepapers, podcasts and other events to help position BDP as a thought leader in certain areas
Commercial teams and sales leads
Regional MD’s
Key account management
IT
Marketing
Finance
Deep understanding of operations and supply-chain management processes and models
Strong leadership capabilities to lead from idea to steady state solutions
An external perspective on industry and technologies to bring insights into BDP
Analytical approach with strong XLS / Visio skills to support modelling and business case development
Understanding of scope management practices and processes
Excellent customer communication and interaction skills built on sound business knowledge and ability to understand customer needs, engage with the customer and position BDP and its solutions to support the customer.
Ability to learn new tools quickly, engage with IT teams and focus on maximizing the gain from IT and partner engagement
Creative thinking, with a view to how can we innovate more quickly and with limited resources
Experience in working in an international environment
Excellent communication and relationship development skills, able to build and maintain relationships and work across BNS / BDP across multiple levels and teams
Ability to train and coach others in key discipline areas
Collaborative mindset, open to feedback
Innovations delivered into the business
Customer feedback on innovation
Cycle time of innovation from concept to solution
Customer wins based on support
Stakeholder collaboration and engagement feedback


Job Requirements


Prefer at least 5-7 years of strong experience from Operations, Supply chain, background.
Must be able to work in a fast paced environment.
Good communication and organization skills and a strong attention to detail are required.
The ability to work on a team and leadership experience is strongly desired.
Candidate should have the ability to learn various computer programs.


Please visit our website: www.psabdp.com

*** This is a great opportunity to advance your career! Come join our growing PSA BDP team!***

Follow PSA BDP International Career Pages!

Facebook l Twitter l LinkedIn
Show more ",,,,,https://in.linkedin.com/jobs/view/innovation-business-process-analyst-at-psa-bdp-4001599000?position=4&pageNum=5&refId=FGZ4IO29F8Tcxfdly9v5jA%3D%3D&trackingId=rEbskw%2FxSdZRQBC9eMd4kA%3D%3D
4023604515,Business Analyst I,Amazon,"Hyderabad, Telangana, India",04-01-2025,"Description

At Amazon.com, we strive to be Earth’s most customer-centric company. To support this vision, we need exceptionally talented, bright, and driven people. If you would like to help us build the place to find and buy anything online, this is your chance to work hard, have fun, and make history. At the core of the position is passion for protecting Amazon’s reputation and the customer experience and trust.

An Ideal Candidate For This Role


Develop insights that will help business and operation teams to take strategic decisions that will impact top line or bottom line for the company
Will have experience in working with cross-functional leaders to understand their data needs and partner with them to build data solutions
Will have relevant experience in data analytics working with large data sets and to extract and transform data using various tools and technologies
Will transform data into actionable business information, and will make it readily accessible to stakeholders worldwide
Will use data to support ideas, drive actionable outcomes, and provide unique ways to present data and information in an easy to consume format
Will be passionate about finding root causes, trends, and patterns and how they impact business.
Will draw inferences and conclusions, create dashboards and visualizations of processed data
Will have business and communication skills to be able to work with product owners to understand key business questions to build reports that enable product owners to answer those questions quickly and accurately
Will be very comfortable juggling competing priorities and handling ambiguity
Will thrive in an agile and fast-paced environment on highly visible projects and initiatives
Will be keen to solve unstructured/ambiguous problems


A day in the life

As a Business Analyst, you will help develop an analytic solution to drive deep dives, provide insights into the health and state of the Operations and measure business impact. You will transform data into actionable business information, and will make it readily accessible to stakeholders worldwide. You will own the design, creation, and management of extremely large datasets. From Day 1, you will be challenged with a variety of tasks, ranging from creating datasets, reports, dashboards to metadata modeling, pipeline monitoring. You will interact with internal program and product owners, and technical teams to gather requirements, structure scalable and perform data solutions, and gain a deep understanding of key datasets. You will design, implement and drive adoption of new analytic technologies and solutions and promote industry standard best practices. You will be responsible to tune query performance against large and complex data sets. You will help translate analytical insights into concrete, actionable recommendations for business or product improvement.

About The Team

Our team strives to make Amazon the best way for Partners to reach customers locally and globally and to operate their businesses, driven by the accurate and efficient support and solutions we provide them. The team is being grown to provide insights and provide analytical solutions to help drive operational efficiencies, uncover the hidden risks and trends, reduce investigation errors, improve customer experience and predict & recommend the optimizations for future state.

Basic Qualifications


1+ years of tax, finance or a related analytical field experience
Experience defining requirements and using data and metrics to draw business insights
Experience with SQL or ETL
Experience of working in excel


Preferred Qualifications


Experience using very large datasets
Experience working with Tableau



Company - ADCI - BLR 14 SEZ - F07

Job ID: A2770672
Show more ",,,,,https://in.linkedin.com/jobs/view/business-analyst-i-at-amazon-4023604515?position=6&pageNum=5&refId=FGZ4IO29F8Tcxfdly9v5jA%3D%3D&trackingId=qzzzdYo09xQod8h9lmoPww%3D%3D
4023605331,Business Analyst I,Amazon,"Bengaluru, Karnataka, India",06-12-2024,"Description

At Amazon.com, we strive to be Earth’s most customer-centric company. To support this vision, we need exceptionally talented, bright, and driven people. If you would like to help us build the place to find and buy anything online, this is your chance to work hard, have fun, and make history. At the core of the position is passion for protecting Amazon’s reputation and the customer experience and trust.

An Ideal Candidate For This Role


Develop insights that will help business and operation teams to take strategic decisions that will impact top line or bottom line for the company
Will have experience in working with cross-functional leaders to understand their data needs and partner with them to build data solutions
Will have relevant experience in data analytics working with large data sets and to extract and transform data using various tools and technologies
Will transform data into actionable business information, and will make it readily accessible to stakeholders worldwide
Will use data to support ideas, drive actionable outcomes, and provide unique ways to present data and information in an easy to consume format
Will be passionate about finding root causes, trends, and patterns and how they impact business.
Will draw inferences and conclusions, create dashboards and visualizations of processed data
Will have business and communication skills to be able to work with product owners to understand key business questions to build reports that enable product owners to answer those questions quickly and accurately
Will be very comfortable juggling competing priorities and handling ambiguity
Will thrive in an agile and fast-paced environment on highly visible projects and initiatives
Will be keen to solve unstructured/ambiguous problems


A day in the life

As a Business Analyst, you will help develop an analytic solution to drive deep dives, provide insights into the health and state of the Operations and measure business impact. You will transform data into actionable business information, and will make it readily accessible to stakeholders worldwide. You will own the design, creation, and management of extremely large datasets. From Day 1, you will be challenged with a variety of tasks, ranging from creating datasets, reports, dashboards to metadata modeling, pipeline monitoring. You will interact with internal program and product owners, and technical teams to gather requirements, structure scalable and perform data solutions, and gain a deep understanding of key datasets. You will design, implement and drive adoption of new analytic technologies and solutions and promote industry standard best practices. You will be responsible to tune query performance against large and complex data sets. You will help translate analytical insights into concrete, actionable recommendations for business or product improvement.

About The Team

Our team strives to make Amazon the best way for Partners to reach customers locally and globally and to operate their businesses, driven by the accurate and efficient support and solutions we provide them. The team is being grown to provide insights and provide analytical solutions to help drive operational efficiencies, uncover the hidden risks and trends, reduce investigation errors, improve customer experience and predict & recommend the optimizations for future state.

Basic Qualifications


1+ years of tax, finance or a related analytical field experience
Experience defining requirements and using data and metrics to draw business insights
Experience with SQL or ETL
Experience of working in excel


Preferred Qualifications


Experience using very large datasets
Experience working with Tableau



Company - ADCI - BLR 14 SEZ - F07

Job ID: A2770672
Show more ",,,,,https://in.linkedin.com/jobs/view/business-analyst-i-at-amazon-4023605331?position=47&pageNum=0&refId=P%2BURYgILv51RPzWLeCgS5A%3D%3D&trackingId=KmQZIgRMIPi6noOhf91TdA%3D%3D
4046066821,Business Analyst,Wall Street Oasis,India,08-10-2024,"Only applicants that complete the assessment in the following link will be considered.

https://app.testgorilla.com/s/sqrqvspn




About the Role:

We are seeking a detail-oriented and proactive Business Analyst to join our dynamic team. In this role, you will be instrumental in providing key support to our sales and operations teams, primarily focusing on managing and responding to incoming emails and inquiries. This position requires a blend of strong analytical skills, effective communication, and the ability to work collaboratively in a fast-paced environment.




Key Responsibilities:

Promptly and professionally manage and respond to a high volume of emails, ensuring all communications are handled efficiently and effectively.
Analyze email inquiries to identify key customer needs and sales opportunities, escalating important matters to relevant team members.
Provide administrative and analytical support to the sales and operations teams, aiding in the optimization of our processes and customer engagement strategies.
Assist in the development and maintenance of reports and dashboards, offering insights into customer interactions and operational efficiency.
Collaborate with team members to improve internal communication and streamline response procedures.
Maintain a comprehensive understanding of our products and services to accurately address customer inquiries and support sales activities.
Participate in team meetings, providing updates and feedback on email interactions and customer trends.




Qualifications:

Bachelor’s degree in Business Administration, Communications, or a related field.
Proven experience in a business analysis, customer service, or administrative role.
Strong analytical and problem-solving skills, with an ability to interpret and communicate data effectively.
Excellent written and verbal communication skills, with proficiency in managing professional email correspondence.
Ability to multitask and prioritize work in a dynamic, fast-paced environment.
Proficient in MS Office Suite (especially Excel), CRM software, and email management tools.
A team player with a positive attitude and strong interpersonal skills.




How to Apply:




Only applicants that complete the assessment in the following link will be considered.

https://app.testgorilla.com/s/sqrqvspn

Show more ",,,,,https://in.linkedin.com/jobs/view/business-analyst-at-wall-street-oasis-4046066821?position=49&pageNum=0&refId=P%2BURYgILv51RPzWLeCgS5A%3D%3D&trackingId=Kg0JbkD8WhMQa%2FkoDL%2B1HA%3D%3D
4050501478,Sr.Business Analyst,Limeroad,"Gurgaon, Haryana, India",16-10-2024,"Key Requirements

Experience in analyzing very large, complex, multi-dimensional data sets.

High attention to detail and data accuracy.

Problem-solving skills – the ability to break a problem down into smaller parts and develop a solution approach backed by Mathematical models.

Ability to independently plan and execute deliveries.

Exceptional written and verbal communication/presentation skills

Technical Capabilities

Expertise in SQL, Excel, and other scripting languages (R, Python, etc.)

Experience in Big data warehouses, for ex: Redshift, Teradata, HIVE, etc. is a plus

Good background in working experience with BI tools (Power BI, Tableau, etc)

Good to have statistical modeling and experience with statistical tools such as R, Python, Spark, SAS, or SPSS.

Skills: python,r,bi tools,tableau,excel,spss,power bi,attention to detail,statistical modeling,scripting languages,sas,big data warehouses,spark,problem-solving,statistical tools,planning,communication,redshift,teradata,analyzing data sets,mathematical models,sql,hive
Show more ",,,,,https://in.linkedin.com/jobs/view/sr-business-analyst-at-limeroad-4050501478?position=2&pageNum=7&refId=rqcSBdxt%2BIvyUJRiB3KZgw%3D%3D&trackingId=gvQYUUqOUdZQpVNh%2FwRviA%3D%3D
4068477370,"Business Analyst Support, Fresh",Amazon,"Bengaluru, Karnataka, India",27-11-2024,"Description

The Fresh last mile team at Amazon, India is hiring for Business Analyst position. We are looking for a candidate with strong performance record and experience.

The candidate is expected to


be very analytical and be able to justify decisions and approaches with data.
be able to deal with a high degree of ambiguity
be able to take a complex problem and break it down to smaller digestible chunks
be able to define a logical and step by step approach to achieving a lofty goal
be comfortable with processes and process design/analysis
have the ability to influence without authority and do so by using data and facts
be able to deal with varied stakeholders and earn their trust.
have a good understanding of Macro and SQL with hands on experience


The candidate is expected to have exceptional analytical, planning and written/verbal communication skills along with preferred experience as business analyst. You know and love working with business intelligence tools, is comfortable accessing and working with big data from multiple sources, and enthusiastic about partnering with the business to deliver results. You would be a self-starter, comfortable with ambiguity, able to think big and enjoy working in a fast paced environment.

Candidate should be able to demonstrate a high bar on Bias for Action, Deep Dive, Learn and Be Curious, Insist on highest standards and Ownership

Roles And Responsibilities


Set up robust processes to drive improvement projects with an objective to maximize the consumer experience
Identify, plan and execute automation projects within the team.
Create and work on big data using SQL, Amazon S3, Quick sight to provide actionable insights
Support the business growth in constrained environments with frugal and innovative solutions
Make the existing processes scalable by identifying and implementing available tools/automation
Rollout best practices from other geographies and standardization of tools and processes to minimize end to end supply chain losses
Utilize exceptional problem-solving and communication skills to influence business, operations and technical audiences


We are open to hiring candidates to work out of one of the following locations:

Bengaluru, KA, IND

Basic Qualifications


1+ years of data analytics or automation experience
Bachelor's degree
Knowledge of data pipelining and extraction using SQL
Knowledge of SQL and Excel at a moderate or advanced level


Preferred Qualifications


Knowledge of SQL/Python/R, scripting, MS Excel, table joins, and aggregate analytical functions
Experience in data analytics or automation


Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.


Company - ASSPL - Karnataka

Job ID: A2821073
Show more ",,,,,https://in.linkedin.com/jobs/view/business-analyst-support-fresh-at-amazon-4068477370?position=22&pageNum=0&refId=P%2BURYgILv51RPzWLeCgS5A%3D%3D&trackingId=xr02NUHI0YCVQIWqHV%2BMhw%3D%3D
4073414485,Senior Staff Business Analyst,Intuit,"Bengaluru, Karnataka, India",12-12-2024,"Your insight into customer needs combined with a natural curiosity, learning mindset and business acumen will be required to ensure that we build features and functionality that solve big problems in Enterprise Planning, Prioritization and Digital Transformation space with specific focus on Portfolio Management, Work Management, Advanced Analytics and AI led Automation solutions to drive significant customer and employee delight. You will be part of the energized and committed T4I Product organization, partnering closely with the rest of the engineering team and cross functional business units.




Responsibilties




Lead a cross functional effort to ideate and build the technology and ecosystem for enterprise planning and digital transformation and scale them across the enterprise
Deeply understand the customers and the business processes with follow-me-home research, usability studies, rapid prototyping and experimentation
Prioritize customer needs, define and execute on a product roadmap to push the boundaries on digital process automation
Lead in building a product and automation roadmap that meets near term objectives (1-2 years) and aligns with future state vision of the enterprise systems and technologies (3-5 years)
Define and analyze key performance metrics to support and inform product decisions
Continuously evaluate product fit/gap, process optimization, ascertain technical dependencies and maturity, do external benchmarking and recommend options meeting the long term vision
How will you lead:Imagine a career where your creative inspiration can fuel BIG innovation. Year-over-year, Intuit has been recognized as a best employer and is consistently ranked on Fortune’s “100 Best Companies To Work For” and Fortune World’s “Most Admired Software Companies” lists. Immerse yourself in our award-winning culture while creating breakthrough solutions that simplify the lives of consumers and small businesses and their customers worldwide.







Qualification




10+ years designing and delivering world-class software products in a Product Management role specifically in Source to Report domain
Knowledge and/or experience in finance transformation & strategy like Source to Report & Record to Report and similar technologies is highly desirable
Experience in Oracle Financials Applications or similar technology and core Finance Modules of General Ledger, Intercompany, Procure to Pay, Fixed Assets, Projects, Accounting, XLA, Cash Management
Understanding of how integrations works between Oracle and other Third Party Applications.
Experience with Procure to Pay applications such as Coupa and vendor risk management applications such as Aravo
Ability to develop and execute a successful product roadmap, prioritize between features and architectural improvements and establish the operational rigor for building and improving the existing portfolio
Experience building enterprise level products and process automations with a strong understanding of how API, connectors, and data flow together.
Proven ability to identify technology options and drive decision-making that balances business and technical requirements
Ability to develop and execute a successful product roadmap
Must be data and metrics driven with a “win together” mindset and track record of performance excellence, i.e. consistently delivering exceptional results, exceeding targets and objectives
Skilled at cross functional collaboration; strong influencing and negotiating skills
High energy, self-starter with a positive mindset and with a ""can do"" attitude
Undergraduate degree in computer science, electrical engineering or a related technical discipline is required; MBA is desirable
Partner with Finance, business and engineering leaders across Intuit to identify areas across people, process, and technology to dramatically improve velocity.
Experience using data insights for ongoing product improvement
Experience with technology solution proposals and business cases with options analysis will be an added advantage
Effective and persuasive presentations (verbal and written) appropriate for project teams and business leaders, when communicating any of the above

Show more ",,,,,https://in.linkedin.com/jobs/view/senior-staff-business-analyst-at-intuit-4073414485?position=4&pageNum=7&refId=rqcSBdxt%2BIvyUJRiB3KZgw%3D%3D&trackingId=xHVkp7cM9XJ8nERvJRhr0w%3D%3D
